package,version,snapshot_time,folder,subfolder,submission_time
AutoPlots,1.0.0,2023-12-07 04:19:35,newbies,NA,2023-12-06 23:20:00
BeeBDC,1.0.0,2023-12-07 04:19:35,human,UL,2023-09-13 08:55:00
EpiNow2,1.3.3,2023-12-07 04:19:35,human,UL,2022-11-01
GenSA,1.1.12,2023-12-07 04:19:35,waiting,NA,2023-12-04 16:07:00
GenTwoArmsTrialSize,0.0.4.2,2023-12-07 04:19:35,newbies,NA,2023-12-06 23:34:00
LINselect,1.1.5,2023-12-07 04:19:35,recheck,NA,2023-12-06 22:46:00
MSML,1.0.0.0,2023-12-07 04:19:35,newbies,NA,2023-12-07 00:35:00
MadanTextNetwork,0.1.0,2023-12-07 04:19:35,pretest,NA,2023-12-07 03:42:00
PACVr,1.0.4,2023-12-07 04:19:35,pretest,NA,2023-12-07 03:47:00
Rfast,2.0.8,2023-12-07 04:19:35,human,UL,2023-06-25 16:58:00
Rtsne,0.17,2023-12-07 04:19:35,pretest,NA,2023-12-07 02:34:00
TPmsm,1.2.11,2023-12-07 04:19:35,pretest,NA,2023-12-07 01:27:00
adbcpostgresql,0.8.0,2023-12-07 04:19:35,human,UL,2023-11-10 03:06:00
animint2,2023.3.10,2023-12-07 04:19:35,human,UL,2023-03-12
bratteli,1.0.0,2023-12-07 04:19:35,newbies,NA,2023-12-06 22:56:00
cargo,0.3.12,2023-12-07 04:19:35,human,UL,2022-09-28
cgalMeshes,2.2.0,2023-12-07 04:19:35,human,UL,2023-06-24 20:23:00
climate,1.1.0,2023-12-07 04:19:35,human,UL,2022-10-12
clpAPI,1.3.2,2023-12-07 04:19:35,human,UL,2022-10-21
coala,0.7.1,2023-12-07 04:19:35,human,UL,2022-12-30
cplexAPI,1.5.1,2023-12-07 04:19:35,human,UL,2022-10-21
cryptotrackr,1.1.0,2023-12-07 04:19:35,newbies,NA,2023-12-06 20:27:00
dodgr,0.2.21,2023-12-07 04:19:35,human,UL,2023-06-01
dsem,1.0.0,2023-12-07 04:19:35,pretest,NA,2023-12-07 02:28:00
et.nwfva,0.1.1,2023-12-07 04:19:35,human,UL,2022-11-22
factset.protobuf.stachextensions,1.0.2,2023-12-07 04:19:35,human,UL,2022-11-18
fritools,4.0.0,2023-12-07 04:19:35,human,UL,2022-10-12
gdalraster,1.0.0,2023-12-07 04:19:35,human,UL,2023-05-05
gifski,1.12.0-2,2023-12-07 04:19:35,human,UL,2023-08-09 11:13:00
igraph,1.6.0,2023-12-07 04:19:35,waiting,NA,2023-12-06 16:17:00
jsmodule,1.4.4,2023-12-07 04:19:35,pretest,NA,2023-12-07 03:27:00
lavaanExtra,0.1.9.pdf,2023-12-07 04:19:35,human,UL,2023-10-15 15:38:00
mMARCH.AC,2.9.2.0,2023-12-07 04:19:35,human,UL,2023-07-07 15:37:00
mdsdt,1.3,2023-12-07 04:19:35,human,UL,2023-10-15 15:52:00
phreeqc,3.7.6,2023-12-07 04:19:35,pretest,NA,2023-12-07 01:58:00
pretest,0.2,2023-12-07 04:19:35,human,UL,2023-10-16 20:38:00
rBDAT,1.0.0,2023-12-07 04:19:35,waiting,NA,2023-12-06 14:46:00
rnndescent,0.1.3,2023-12-07 04:19:35,waiting,NA,2023-12-06 14:56:00
sccore,1.0.3,2023-12-07 04:19:35,human,UL,2023-03-12
simtrial,0.3.1,2023-12-07 04:19:35,pretest,NA,2023-12-07 03:30:00
traj,2.0.1,2023-12-07 04:19:35,inspect,NA,2023-12-06 22:37:00
vcfR,1.15.0,2023-12-07 04:19:35,pretest,NA,2023-12-07 01:01:00
vivid,0.2.6,2023-12-07 04:19:35,human,UL,2023-04-03
xts,0.13.2,2023-12-07 04:19:35,pending,NA,2023-11-29 00:17:00
xtsum,0.1.0,2023-12-07 04:19:35,pretest,NA,2023-12-07 02:27:00
