package,version,snapshot_time,folder,subfolder,submission_time
campsismod,0.8.0,2022-02-14 12:17:29,newbies,NA,2022-02-14 07:39:00
cassowaryr,1.0.1,2022-02-14 12:17:29,waiting,NA,2022-02-02 04:14:00
contribution,0.2.1,2022-02-14 12:17:29,waiting,NA,2022-02-13 01:46:00
ELCIC,0.2.0,2022-02-14 12:17:29,newbies,NA,2022-02-13 19:48:00
epidm,1.0.1,2022-02-14 12:17:29,inspect,NA,2022-02-14 11:05:00
geobr,1.6.6,2022-02-14 12:17:29,waiting,NA,2022-02-04 14:04:00
groupwalk,0.1.0,2022-02-14 12:17:29,newbies,NA,2022-02-14 01:18:00
iq,1.9.2,2022-02-14 12:17:29,inspect,NA,2022-02-04 18:00:00
libproj,8.2.1-1,2022-02-14 12:17:29,pending,NA,2022-01-16 01:12:00
mlr3,0.13.2,2022-02-14 12:17:29,pretest,NA,2022-02-14 11:06:00
mvabund,4.2.1,2022-02-14 12:17:29,waiting,NA,2022-02-11 08:10:00
pchc,0.7,2022-02-14 12:17:29,recheck,NA,2022-02-14 10:50:00
pencal,1.0.2,2022-02-14 12:17:29,inspect,NA,2022-02-14 10:49:00
pkgdepR,1.0.0,2022-02-14 12:17:29,newbies,NA,2022-02-14 09:46:00
rankFD,0.1.1,2022-02-14 12:17:29,inspect,NA,2022-02-10 21:17:00
ravetools,0.0.2,2022-02-14 12:17:29,newbies,NA,2022-02-14 02:40:00
RNifti,1.4.0,2022-02-14 12:17:29,waiting,NA,2022-02-14 10:29:00
spatstat.core,2.4-0,2022-02-14 12:17:29,waiting,NA,2022-02-13 00:56:00
