package,version,snapshot_time,folder,subfolder,submission_time
bbotk,0.5.2,2022-03-28 20:24:56,waiting,NA,2022-03-28 07:59:00
BigDataStatMeth,0.99.32,2022-03-28 20:24:56,waiting,NA,2022-03-28 14:53:00
CondCopulas,0.1.0,2022-03-28 20:24:56,newbies,NA,2022-03-28 17:08:00
diemr,1.0,2022-03-28 20:24:56,newbies,NA,2022-03-28 06:58:00
DOEM,0.0.0.1,2022-03-28 20:24:56,newbies,NA,2022-03-28 08:49:00
Evacluster,0.1.0,2022-03-28 20:24:56,newbies,NA,2022-03-28 15:01:00
FlywayNet,0.1.1,2022-03-28 20:24:56,waiting,NA,2022-03-14 17:25:00
go2bigq,1.0,2022-03-28 20:24:56,newbies,NA,2022-03-28 10:20:00
hudr,1.0.0,2022-03-28 20:24:56,newbies,NA,2022-03-27 16:05:00
i18n,0.1.0,2022-03-28 20:24:56,newbies,NA,2022-03-28 05:15:00
insight,0.17.0,2022-03-28 20:24:56,waiting,NA,2022-03-23 18:58:00
MALDIrppa,1.1.0-1,2022-03-28 20:24:56,pending,NA,2022-03-26 19:16:00
mirai,0.2.0,2022-03-28 20:24:56,pending,NA,2022-03-25 09:47:00
mispitools,0.2.1,2022-03-28 20:24:56,waiting,NA,2022-03-28 15:56:00
mlr3proba,0.4.6,2022-03-28 20:24:56,waiting,NA,2022-03-23 23:50:00
moranajp,0.9.3,2022-03-28 20:24:56,newbies,NA,2022-03-28 07:32:00
qmvs,0.1.1,2022-03-28 20:24:56,newbies,NA,2022-03-26 20:19:00
readxl,1.4.0,2022-03-28 20:24:56,publish,NA,2022-03-28 17:50:00
rfvimptest,0.1.1,2022-03-28 20:24:56,newbies,NA,2022-03-28 09:40:00
rstantools,2.2.0,2022-03-28 20:24:56,waiting,NA,2022-03-23 20:18:00
saeMSPE,1.0,2022-03-28 20:24:56,newbies,NA,2022-03-27 12:48:00
sinew,0.4.0,2022-03-28 20:24:56,waiting,NA,2022-03-27 20:02:00
sRdpData,0.1.0,2022-03-28 20:24:56,newbies,NA,2022-03-27 19:31:00
timbr,0.1.0,2022-03-28 20:24:56,newbies,NA,2022-03-26 16:43:00
tippy,1.0.0,2022-03-28 20:24:56,waiting,NA,2022-03-26 17:50:00
