package,version,snapshot_time,folder,subfolder,submission_time
airGRiwrm,0.6.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 10:27:00
bbotk,0.5.2,2022-03-03 04:22:18,waiting,NA,2022-03-02 08:00:00
BoutrosLab.plotting.general,7.0.0,2022-03-03 04:22:18,waiting,NA,2022-02-17 13:59:00
breakaway,4.7.9,2022-03-03 04:22:18,newbies,NA,2022-03-02 02:06:00
cheem,0.2.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 23:10:00
chunked,0.6.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 12:47:00
clustAnalytics,0.3.1,2022-03-03 04:22:18,pretest,NA,2022-03-03 02:29:00
cpi,0.1.4,2022-03-03 04:22:18,newbies,NA,2022-03-02 08:16:00
ctbi,1.0.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 14:49:00
disaggR,1.0.3.1,2022-03-03 04:22:18,pending,NA,2022-03-01 20:35:00
DRviaSPCN,0.1.2,2022-03-03 04:22:18,pretest,NA,2022-03-03 01:57:00
EgoCor,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 08:15:00
emIRT,0.0.13,2022-03-03 04:22:18,inspect,NA,2022-03-01 00:36:00
experimentr,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-03 00:43:00
FAVAR,0.1.1,2022-03-03 04:22:18,waiting,NA,2022-02-17 00:50:00
FEA,0.0.1,2022-03-03 04:22:18,newbies,NA,2022-03-01 23:36:00
FlywayNet,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 14:38:00
geobr,1.6.6,2022-03-03 04:22:18,waiting,NA,2022-02-04 14:04:00
HACSim,1.0.6,2022-03-03 04:22:18,pretest,NA,2022-03-03 01:25:00
hdImpute,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 15:47:00
imputeGeneric,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 10:28:00
IOHanalyzer,0.1.6.3,2022-03-03 04:22:18,waiting,NA,2022-03-01 12:24:00
kesernetwork,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 11:20:00
KnockoffTrio,1.0.0,2022-03-03 04:22:18,pretest,NA,2022-03-03 03:19:00
leidenbase,0.1.9,2022-03-03 04:22:18,waiting,NA,2022-02-23 18:13:00
lightMLFlow,0.6.0,2022-03-03 04:22:18,pretest,NA,2022-03-03 02:39:00
meltt,0.4.2,2022-03-03 04:22:18,inspect,NA,2022-03-01 15:28:00
MHDA,1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 11:37:00
mvgb,0.0.1,2022-03-03 04:22:18,inspect,NA,2022-03-03 00:57:00
Mychisq,0.1.2,2022-03-03 04:22:18,newbies,NA,2022-03-02 10:33:00
not,1.3,2022-03-03 04:22:18,inspect,NA,2022-03-02 13:08:00
OpenMx,2.20.6,2022-03-03 04:22:18,waiting,NA,2022-02-21 16:53:00
optmatch,0.9-18,2022-03-03 04:22:18,newbies,NA,2022-03-01 16:07:00
parsnip,0.2.0,2022-03-03 04:22:18,waiting,NA,2022-02-25 02:58:00
rankFD,0.1.1,2022-03-03 04:22:18,inspect,NA,2022-02-10 21:17:00
RcppRedis,0.2.0,2022-03-03 04:22:18,inspect,NA,2022-02-18 16:21:00
regfilter,1.0.1,2022-03-03 04:22:18,newbies,NA,2022-03-02 19:49:00
repoRter.nih,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 22:07:00
rlcv,1.0.0,2022-03-03 04:22:18,pretest,NA,2022-03-03 02:47:00
roadoi,0.7.2,2022-03-03 04:22:18,pending,NA,2022-02-28 14:51:00
saeHB.gpois,0.1.0,2022-03-03 04:22:18,inspect,NA,2022-03-02 09:55:00
saeHB.panel,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 03:00:00
saeHB.zinb,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 01:14:00
semPlot,1.1.5,2022-03-03 04:22:18,pending,NA,2022-03-02 18:02:00
sparsegl,0.3.0,2022-03-03 04:22:18,pretest,NA,2022-03-03 03:15:00
spfilteR,1.1.4,2022-03-03 04:22:18,pending,NA,2022-02-19 15:44:00
statisfactory,1.0.1,2022-03-03 04:22:18,pretest,NA,2022-03-03 02:52:00
stepSplitReg,1.0.0,2022-03-03 04:22:18,inspect,NA,2022-03-02 20:48:00
TDA,1.8.6,2022-03-03 04:22:18,inspect,NA,2022-02-28 14:47:00
templateICAr,0.2.3,2022-03-03 04:22:18,newbies,NA,2022-03-02 14:04:00
torchvisionlib,0.1.0,2022-03-03 04:22:18,newbies,NA,2022-03-02 22:51:00
udunits2,0.13.3,2022-03-03 04:22:18,waiting,NA,2022-02-17 04:34:00
yamlet,0.8.5,2022-03-03 04:22:18,pretest,NA,2022-03-03 02:19:00
