package,version,snapshot_time,folder,subfolder,submission_time
ade4,1.7-22,2023-02-06 12:15:59,waiting,NA,2023-01-30 08:59:00
arrow,11.0.0,2023-02-06 12:15:59,waiting,NA,2023-02-01 18:42:00
blockCV,3.0-0,2023-02-06 12:15:59,recheck,NA,2023-02-06 11:38:00
blockCV,3.0-0,2023-02-06 12:15:59,waiting,NA,2023-02-04 03:39:00
cargo,0.3.12,2023-02-06 12:15:59,human,UL,2022-09-28 05:53:00
chngpt,2023.1-28,2023-02-06 12:15:59,human,UL,2023-01-30 16:53:00
climate,1.1.0,2023-02-06 12:15:59,human,UL,2022-10-12 14:28:00
clpAPI,1.3.2,2023-02-06 12:15:59,human,UL,2022-10-21 13:20:00
coala,0.7.1,2023-02-06 12:15:59,human,UL,2022-12-30 15:35:00
cplexAPI,1.5.1,2023-02-06 12:15:59,human,UL,2022-10-21 13:23:00
deFit,0.1.0,2023-02-06 12:15:59,human,VW,2023-02-05 11:45:00
EpiForsk,0.0.1,2023-02-06 12:15:59,newbies,NA,2023-02-06 11:42:00
EpiNow2,1.3.3,2023-02-06 12:15:59,human,UL,2022-11-01 15:20:00
et.nwfva,0.1.1,2023-02-06 12:15:59,human,UL,2022-11-22 09:51:00
factset.protobuf.stachextensions,1.0.2,2023-02-06 12:15:59,human,UL,2022-11-18 12:46:00
fritools,4.0.0,2023-02-06 12:15:59,human,UL,2022-10-12 14:47:00
ggpubr,0.6.0,2023-02-06 12:15:59,waiting,NA,2023-02-06 09:03:00
gmp,0.7-1,2023-02-06 12:15:59,pending,NA,2023-02-06 10:22:00
igraph,1.4.0,2023-02-06 12:15:59,pending,NA,2023-02-03 14:38:00
igraph,1.4.0,2023-02-06 12:15:59,pretest,NA,2023-02-06 11:58:00
oc,1.2.1,2023-02-06 12:15:59,human,VW,2023-02-06 03:50:00
parfm,2.7.7,2023-02-06 12:15:59,human,UL,2022-11-25 13:44:00
protViz,0.7.7,2023-02-06 12:15:59,waiting,NA,2023-02-06 11:09:00
ruijter,0.1.1,2023-02-06 12:15:59,publish,NA,2023-02-02 17:30:00
sMTL,0.1.0,2023-02-06 12:15:59,publish,NA,2023-02-04 23:59:00
SubTS,1.0,2023-02-06 12:15:59,human,VW,2023-02-06 02:13:00
survival,3.5-2,2023-02-06 12:15:59,waiting,NA,2023-01-31 16:35:00
USA.state.boundaries,1.0.1,2023-02-06 12:15:59,inspect,NA,2023-01-21 23:13:00
