package,version,snapshot_time,folder,subfolder,submission_time
AICcmodavg,2.3-3,2023-11-16 23:19:48,recheck,NA,2023-11-16 19:45:00
APCalign,0.1.3,2023-11-16 23:19:48,pretest,NA,2023-11-16 23:03:00
BeeBDC,1.0.0,2023-11-16 23:19:48,human,UL,2023-09-13 08:55:00
EpiNow2,1.3.3,2023-11-16 23:19:48,human,UL,2022-11-01
GREENeR,0.1.3,2023-11-16 23:19:48,newbies,NA,2023-11-16 21:46:00
MonotoneHazardRatio,0.1.1,2023-11-16 23:19:48,waiting,NA,2023-11-13 05:04:00
NonlinearRDD,0.0.4,2023-11-16 23:19:48,waiting,NA,2023-11-01 13:50:00
PANPRSnext,1.2.0,2023-11-16 23:19:48,newbies,NA,2023-11-16 22:27:00
RcppCGAL,5.6.0,2023-11-16 23:19:48,pending,NA,2023-11-14 06:58:00
Rfast,2.0.8,2023-11-16 23:19:48,human,UL,2023-06-25 16:58:00
ScRNAIMM,0.1,2023-11-16 23:19:48,newbies,NA,2023-11-16 22:41:00
adbcpostgresql,0.6.0,2023-11-16 23:19:48,human,UL,2023-08-31 16:54:00
adbcpostgresql,0.8.0,2023-11-16 23:19:48,human,UL,2023-11-10 03:06:00
animint2,2023.3.10,2023-11-16 23:19:48,human,UL,2023-03-12
beezdiscounting,0.3.1,2023-11-16 23:19:48,waiting,NA,2023-11-16 21:29:00
biblioverlap,1.0.3,2023-11-16 23:19:48,waiting,NA,2023-11-11 01:56:00
cargo,0.3.12,2023-11-16 23:19:48,human,UL,2022-09-28
cgalMeshes,2.2.0,2023-11-16 23:19:48,human,UL,2023-06-24 20:23:00
climate,1.1.0,2023-11-16 23:19:48,human,UL,2022-10-12
clpAPI,1.3.2,2023-11-16 23:19:48,human,UL,2022-10-21
coala,0.7.1,2023-11-16 23:19:48,human,UL,2022-12-30
cplexAPI,1.5.1,2023-11-16 23:19:48,human,UL,2022-10-21
dartR.base,0.63,2023-11-16 23:19:48,publish,NA,2023-11-15 10:24:00
dodgr,0.2.21,2023-11-16 23:19:48,human,UL,2023-06-01 15:00:00
dplyr,1.1.4,2023-11-16 23:19:48,recheck,NA,2023-11-16 22:49:00
et.nwfva,0.1.1,2023-11-16 23:19:48,human,UL,2022-11-22
factset.protobuf.stachextensions,1.0.2,2023-11-16 23:19:48,human,UL,2022-11-18
fritools,4.0.0,2023-11-16 23:19:48,human,UL,2022-10-12
gWQS,3.0.5,2023-11-16 23:19:48,recheck,NA,2023-11-16 18:43:00
gdalraster,1.0.0,2023-11-16 23:19:48,human,UL,2023-05-05
gifski,1.12.0-2,2023-11-16 23:19:48,human,UL,2023-08-09 11:13:00
lavaanExtra,0.1.9.pdf,2023-11-16 23:19:48,human,UL,2023-10-15 15:38:00
leiden,0.4.3.1,2023-11-16 23:19:48,waiting,NA,2023-11-13 09:25:00
mMARCH.AC,2.9.2.0,2023-11-16 23:19:48,human,UL,2023-07-07 15:37:00
magicaxis,2.4.3,2023-11-16 23:19:48,waiting,NA,2023-11-15 02:48:00
mcmc,0.9-8,2023-11-16 23:19:48,publish,NA,2023-11-16 21:53:00
mdsdt,1.3,2023-11-16 23:19:48,human,UL,2023-10-15 15:52:00
mlr3,0.17.0,2023-11-16 23:19:48,waiting,NA,2023-11-16 11:06:00
multipleDL,1.0.0,2023-11-16 23:19:48,newbies,NA,2023-11-16 21:40:00
normfluodbf,1.5.1,2023-11-16 23:19:48,waiting,NA,2023-11-14 04:03:00
parfm,2.7.7,2023-11-16 23:19:48,human,UL,2022-11-25
perARMA,1.7,2023-11-16 23:19:48,newbies,NA,2023-11-16 22:45:00
pretest,0.2,2023-11-16 23:19:48,human,UL,2023-10-16 20:38:00
sccore,1.0.3,2023-11-16 23:19:48,human,UL,2023-03-12
simRestore,1.1.4,2023-11-16 23:19:48,pending,NA,2023-11-16 20:06:00
tinytest,1.4.2,2023-11-16 23:19:48,waiting,NA,2023-11-10 21:54:00
umx,4.19.0,2023-11-16 23:19:48,pretest,NA,2023-11-16 22:58:00
updog,2.1.4,2023-11-16 23:19:48,recheck,NA,2023-11-16 22:55:00
vetiver,0.2.5,2023-11-16 23:19:48,pretest,NA,2023-11-16 23:12:00
vivid,0.2.6,2023-11-16 23:19:48,human,UL,2023-04-03
xgxr,1.1.4,2023-11-16 23:19:48,waiting,NA,2023-11-10 21:15:00
