package,version,snapshot_time,folder,subfolder,submission_time
assertive.properties,0.0-5,2022-04-21 14:38:02,publish,NA,2022-04-21 01:50:00
AsymmetricSORDs,1.0.0,2022-04-21 14:38:02,newbies,NA,2022-04-19 16:16:00
cli,3.3.0,2022-04-21 14:38:02,pretest,NA,2022-04-21 12:31:00
drtmle,1.1.1,2022-04-21 14:38:02,inspect,NA,2022-04-20 20:56:00
duckdb,0.3.3,2022-04-21 14:38:02,waiting,NA,2022-04-11 17:43:00
EmiR,1.0.3,2022-04-21 14:38:02,inspect,NA,2022-04-20 19:10:00
EvCombR,0.1-4,2022-04-21 14:38:02,waiting,NA,2022-04-21 07:21:00
gellipsoid,0.7.2,2022-04-21 14:38:02,newbies,NA,2022-04-19 16:51:00
ggrasp,1.2,2022-04-21 14:38:02,pretest,NA,2022-04-21 12:35:00
ggsurvey,0.1.1,2022-04-21 14:38:02,newbies,NA,2022-04-19 21:10:00
gretlR,0.1.2,2022-04-21 14:38:02,newbies,NA,2022-04-20 07:26:00
HodgesTools,1.0.0,2022-04-21 14:38:02,newbies,NA,2022-04-19 16:40:00
incubate,1.1.4,2022-04-21 14:38:02,newbies,NA,2022-04-20 00:06:00
inters,0.1,2022-04-21 14:38:02,newbies,NA,2022-04-20 15:48:00
MAc,1.1.2,2022-04-21 14:38:02,newbies,NA,2022-04-20 18:26:00
mlr3proba,0.4.9,2022-04-21 14:38:02,waiting,NA,2022-04-21 11:03:00
MODIStsp,2.0.8,2022-04-21 14:38:02,waiting,NA,2022-04-21 12:04:00
mskcc.oncotree,0.1.0,2022-04-21 14:38:02,newbies,NA,2022-04-21 11:02:00
nlmixr2data,2.0.7,2022-04-21 14:38:02,newbies,NA,2022-04-20 16:27:00
nls2,0.3-2,2022-04-21 14:38:02,waiting,NA,2022-04-15 19:19:00
openalexR,0.0.1,2022-04-21 14:38:02,newbies,NA,2022-04-20 08:40:00
pedometrics,0.10.0,2022-04-21 14:38:02,inspect,NA,2022-04-20 15:08:00
pRecipe,0.2.0,2022-04-21 14:38:02,newbies,NA,2022-04-21 12:17:00
qoi,0.0.2,2022-04-21 14:38:02,newbies,NA,2022-04-20 09:39:00
quantreg,5.93,2022-04-21 14:38:02,inspect,NA,2022-04-20 09:18:00
raster,3.5-18,2022-04-21 14:38:02,waiting,NA,2022-04-13 16:00:00
rbounds,2.2,2022-04-21 14:38:02,inspect,NA,2022-04-20 17:47:00
rsdepth,0.1-22,2022-04-21 14:38:02,waiting,NA,2022-04-18 18:23:00
shinyGizmo,0.1,2022-04-21 14:38:02,newbies,NA,2022-04-20 13:07:00
sig,0.0-6,2022-04-21 14:38:02,recheck,NA,2022-04-21 01:32:00
spNetwork,0.4.3,2022-04-21 14:38:02,publish,NA,2022-04-20 18:34:00
thaipdf,0.1.2,2022-04-21 14:38:02,newbies,NA,2022-04-20 08:24:00
time.slots,0.2.0,2022-04-21 14:38:02,newbies,NA,2022-04-20 22:51:00
torchopt,0.1.1,2022-04-21 14:38:02,newbies,NA,2022-04-20 16:59:00
toRvik,1.0.2,2022-04-21 14:38:02,newbies,NA,2022-04-20 05:17:00
traineR,1.7.0,2022-04-21 14:38:02,newbies,NA,2022-04-19 15:32:00
unmarked,1.2.0,2022-04-21 14:38:02,waiting,NA,2022-04-20 21:13:00
VARSEDIG,2.2,2022-04-21 14:38:02,inspect,NA,2022-04-19 17:02:00
windAC,1.2.8,2022-04-21 14:38:02,newbies,NA,2022-04-19 15:21:00
xRing,0.1.1,2022-04-21 14:38:02,newbies,NA,2022-04-19 21:58:00
