package,version,snapshot_time,folder,subfolder,submission_time
AMR,1.8.1,2022-03-17 10:19:34,waiting,NA,2022-03-16 18:23:00
approxOT,1.0.2,2022-03-17 10:19:34,pretest,NA,2022-03-17 02:49:00
BoutrosLab.plotting.general,7.0.3,2022-03-17 10:19:34,inspect,NA,2022-03-15 18:14:00
CAST,0.6.0,2022-03-17 10:19:34,pretest,NA,2022-03-17 07:55:00
cmsaf,3.4.2,2022-03-17 10:19:34,pretest,NA,2022-03-17 08:54:00
Compositional,5.5,2022-03-17 10:19:34,pending,NA,2022-03-16 21:33:00
disprose,0.1.6,2022-03-17 10:19:34,waiting,NA,2022-03-07 01:30:00
fixedincome,0.0.1,2022-03-17 10:19:34,pretest,NA,2022-03-17 09:02:00
FlywayNet,0.1.1,2022-03-17 10:19:34,waiting,NA,2022-03-14 16:25:00
glmnet,4.1-4,2022-03-17 10:19:34,waiting,NA,2022-03-09 00:25:00
gmp,0.6-5,2022-03-17 10:19:34,recheck,NA,2022-03-16 17:26:00
IPMRF,1.2.1,2022-03-17 10:19:34,pending,NA,2022-03-15 18:29:00
LBPG,0.1.1,2022-03-17 10:19:34,pretest,NA,2022-03-17 06:22:00
LMMstar,0.5.4,2022-03-17 10:19:34,waiting,NA,2022-03-16 22:43:00
Matrix,1.4-1,2022-03-17 10:19:34,waiting,NA,2022-03-09 11:10:00
nflreadr,1.2.0,2022-03-17 10:19:34,pretest,NA,2022-03-17 02:40:00
parsnip,0.2.1,2022-03-17 10:19:34,recheck,NA,2022-03-16 21:51:00
quickcheck,0.1.2,2022-03-17 10:19:34,waiting,NA,2022-03-16 17:39:00
rattle,5.4.16,2022-03-17 10:19:34,waiting,NA,2022-03-14 19:32:00
RcppCGAL,5.4,2022-03-17 10:19:34,pretest,NA,2022-03-17 02:45:00
RcppThread,2.1.3,2022-03-17 10:19:34,recheck,NA,2022-03-16 19:28:00
RGCxGC,1.1-2.1,2022-03-17 10:19:34,inspect,NA,2022-03-16 15:47:00
rstan,2.21.4,2022-03-17 10:19:34,pretest,NA,2022-03-17 03:55:00
rstanarm,2.21.2,2022-03-17 10:19:34,pretest,NA,2022-03-17 03:59:00
staRdom,1.1.25,2022-03-17 10:19:34,waiting,NA,2022-03-10 09:49:00
targets,0.11.0,2022-03-17 10:19:34,inspect,NA,2022-03-16 04:27:00
