package,version,snapshot_time,folder,subfolder,submission_time
ActisoftR,0.0.2,2024-11-28 00:21:43,human,UL,2024-09-11 07:51:00
BiasedUrn,2.0.12,2024-11-28 00:21:43,human,UL,2024-05-11
DFA,1.0.0,2024-11-28 00:21:43,human,UL,2024-02-17
DIDmultiplegtDYN,1.0.3,2024-11-28 00:21:43,human,UL,2024-02-22
EpiNow2,1.3.3,2024-11-28 00:21:43,human,UL,2022-11-01
HTSeedGLM,0.1.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 16:20:00
LogicForest,2.1.0,2024-11-28 00:21:43,human,UL,2024-03-08
LogicForest,2.1.1,2024-11-28 00:21:43,human,UL,2024-03-12
MEDesigns,1.0.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 19:12:00
RCNA,1.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 14:34:00
RcppPlanc,1.0.0,2024-11-28 00:21:43,human,UL,2024-02-23
Rfast,2.0.8,2024-11-28 00:21:43,human,UL,2023-06-25
SubgrpID,0.11,2024-11-28 00:21:43,human,UL,2024-01-17
TransProR,0.0.3,2024-11-28 00:21:43,newbies,NA,2024-11-27 18:12:00
TreatmentPatterns,2.6.8,2024-11-28 00:21:43,human,UL,2024-08-23 14:15:00
VIGoR,1.1.4,2024-11-28 00:21:43,human,UL,2024-05-28
adbcpostgresql,0.8.0,2024-11-28 00:21:43,human,UL,2023-11-10
animint2,2023.3.10,2024-11-28 00:21:43,human,UL,2023-03-12
bayeslist,0.0.1.4,2024-11-28 00:21:43,newbies,NA,2024-11-27 16:39:00
blockcluster,4.5.5,2024-11-28 00:21:43,human,UL,2024-02-23
cargo,0.3.12,2024-11-28 00:21:43,human,UL,2022-09-28
cgalMeshes,2.2.0,2024-11-28 00:21:43,human,UL,2023-06-24
climate,1.1.0,2024-11-28 00:21:43,human,UL,2022-10-12
clpAPI,1.3.2,2024-11-28 00:21:43,human,UL,2022-10-21
coala,0.7.1,2024-11-28 00:21:43,human,UL,2022-12-30
connections,0.1.1,2024-11-28 00:21:43,human,UL,2023-12-15
cplexAPI,1.5.1,2024-11-28 00:21:43,human,UL,2022-10-21
dodgr,0.2.21,2024-11-28 00:21:43,human,UL,2023-06-01
epiparameterDB,0.1.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 16:58:00
et.nwfva,0.1.1,2024-11-28 00:21:43,human,UL,2022-11-22
evenBreak,1.0,2024-11-28 00:21:43,human,UL,2024-10-06 23:26:00
factset.protobuf.stachextensions,1.0.2,2024-11-28 00:21:43,human,UL,2022-11-18
fritools,4.0.0,2024-11-28 00:21:43,human,UL,2022-10-12
gdalBindings,0.1.23,2024-11-28 00:21:43,human,UL,2024-04-22
gdalraster,1.0.0,2024-11-28 00:21:43,human,UL,2023-05-05
gfoRmulaICE,0.1.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 19:58:00
gifski,1.12.0-2,2024-11-28 00:21:43,human,UL,2023-08-09
harmony,1.2.3,2024-11-28 00:21:43,recheck,NA,2024-11-27 20:12:00
imanr,1.0.2,2024-11-28 00:21:43,human,UL,2024-06-19 12:02:00
later,1.4.1,2024-11-28 00:21:43,recheck,NA,2024-11-27 23:52:00
ldmppr,1.0.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 19:44:00
lnmixsurv,3.1.3,2024-11-28 00:21:43,human,UL,2024-08-23 12:10:00
luajr,0.1.6,2024-11-28 00:21:43,human,UL,2024-02-23
mdsdt,1.3,2024-11-28 00:21:43,human,UL,2023-10-15
mlr3misc,0.16.0,2024-11-28 00:21:43,waiting,NA,2024-11-27 21:39:00
moderate.mediation,0.0.7,2024-11-28 00:21:43,human,UL,2023-11-27
nhanesA,1.2,2024-11-28 00:21:43,pending,NA,2024-11-27 12:35:00
pan,1.9,2024-11-28 00:21:43,human,UL,2024-07-26 15:34:00
pretest,0.2,2024-11-28 00:21:43,human,UL,2023-10-16
saeHB.twofold,0.1.2,2024-11-28 00:21:43,newbies,NA,2024-11-27 11:44:00
samplezoo,1.1.0,2024-11-28 00:21:43,newbies,NA,2024-11-27 17:31:00
sccore,1.0.3,2024-11-28 00:21:43,human,UL,2023-03-12
speakeasyR,0.1.2,2024-11-28 00:21:43,human,UL,2024-07-26 15:54:00
tictoc,1.2,2024-11-28 00:21:43,human,UL,2024-02-22
tram,1.2-0,2024-11-28 00:21:43,human,UL,2024-11-14 17:34:00
vivid,0.2.6,2024-11-28 00:21:43,human,UL,2023-04-03
