package,version,snapshot_time,folder,subfolder,submission_time
adana,1.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 14:02:00
amanida,0.2.0,2022-02-23 16:21:45,pretest,NA,2022-02-23 15:04:00
BetterReg,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 16:39:00
bodycomp,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 13:35:00
BoutrosLab.plotting.general,7.0.0,2022-02-23 16:21:45,waiting,NA,2022-02-17 13:59:00
cassowaryr,1.0.1,2022-02-23 16:21:45,waiting,NA,2022-02-02 04:14:00
cleaR,0.0.1,2022-02-23 16:21:45,newbies,NA,2022-02-23 13:59:00
contribution,0.2.1,2022-02-23 16:21:45,waiting,NA,2022-02-13 01:46:00
crosstable,0.4.1,2022-02-23 16:21:45,pending,NA,2022-02-19 23:30:00
datavyur,1.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 13:16:00
easyNCDF,0.1.1,2022-02-23 16:21:45,recheck,NA,2022-02-23 14:15:00
EgoCor,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 13:21:00
eRTG3D,0.7.0,2022-02-23 16:21:45,pretest,NA,2022-02-23 14:44:00
FAVAR,0.1.1,2022-02-23 16:21:45,waiting,NA,2022-02-17 00:50:00
fixest,0.10.3,2022-02-23 16:21:45,pending,NA,2022-02-23 11:53:00
geobr,1.6.6,2022-02-23 16:21:45,waiting,NA,2022-02-04 14:04:00
ggarchery,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 14:56:00
ggchangepoint,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 21:38:00
ggpattern,0.4.2,2022-02-23 16:21:45,newbies,NA,2022-02-22 18:29:00
glottospace,0.0.105,2022-02-23 16:21:45,newbies,NA,2022-02-22 15:05:00
jpstat,0.2.0,2022-02-23 16:21:45,newbies,NA,2022-02-23 04:23:00
ldbounds,2.0.0,2022-02-23 16:21:45,waiting,NA,2022-02-18 22:37:00
LOMAR,0.2.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 16:07:00
margaret,0.1.1,2022-02-23 16:21:45,newbies,NA,2022-02-22 15:14:00
multinomineq,0.2.3,2022-02-23 16:21:45,inspect,NA,2022-02-22 14:31:00
nhdplusTools,0.5.1,2022-02-23 16:21:45,pending,NA,2022-02-22 14:16:00
ohoegdm,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-23 03:05:00
opa,0.1.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 23:08:00
OpenMx,2.20.6,2022-02-23 16:21:45,waiting,NA,2022-02-21 16:53:00
PAMmisc,1.8.3,2022-02-23 16:21:45,waiting,NA,2022-02-20 01:02:00
prome,0.0.0.7,2022-02-23 16:21:45,newbies,NA,2022-02-22 14:53:00
qcpm,0.1,2022-02-23 16:21:45,newbies,NA,2022-02-23 13:21:00
rankFD,0.1.1,2022-02-23 16:21:45,inspect,NA,2022-02-10 21:17:00
RcppRedis,0.2.0,2022-02-23 16:21:45,inspect,NA,2022-02-18 16:21:00
robslopes,1.1.0,2022-02-23 16:21:45,waiting,NA,2022-02-23 14:32:00
RRF,1.9.3,2022-02-23 16:21:45,waiting,NA,2022-02-23 09:01:00
rsat,0.1.18,2022-02-23 16:21:45,newbies,NA,2022-02-22 14:57:00
sahpm,1.0.1,2022-02-23 16:21:45,newbies,NA,2022-02-22 21:57:00
scpi,0.1,2022-02-23 16:21:45,newbies,NA,2022-02-18 13:36:00
sdmpredictors,0.2.12,2022-02-23 16:21:45,pretest,NA,2022-02-23 14:38:00
spfilteR,1.1.4,2022-02-23 16:21:45,pending,NA,2022-02-19 15:44:00
SWMPrExtension,2.1.1,2022-02-23 16:21:45,newbies,NA,2022-02-22 23:01:00
TemporalGSSA,1.0.0,2022-02-23 16:21:45,newbies,NA,2022-02-22 20:40:00
thunder,0.3.0,2022-02-23 16:21:45,pending,NA,2022-02-22 14:05:00
tidyBdE,0.2.4,2022-02-23 16:21:45,pretest,NA,2022-02-23 14:40:00
TruncExpFam,1.0.0,2022-02-23 16:21:45,newbies,NA,2022-02-23 07:42:00
udunits2,0.13.3,2022-02-23 16:21:45,waiting,NA,2022-02-17 04:34:00
